STAT_DATE,XMMC,day_of_week,common_holiday,holiday
20161202,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20161203,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20161204,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20161205,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20161206,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20161207,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20161208,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20161209,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20161210,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20161211,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20161212,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20161213,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20161214,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20161215,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20161216,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20161217,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20161218,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20161219,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20161220,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20161221,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20161222,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20161223,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20161224,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20161225,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20161226,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20161227,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20161228,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20161229,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20161230,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20161231,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170101,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170102,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170103,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170104,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170105,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170106,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170107,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170108,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170109,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170110,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170111,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170112,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170113,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170114,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170115,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170116,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170117,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170118,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170119,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170120,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170121,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170122,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170123,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170124,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170125,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170126,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170129,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170130,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170131,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170201,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170202,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170203,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170204,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170205,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170206,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170207,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170208,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170209,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170210,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170211,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170212,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170213,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170214,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170215,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170216,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170217,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170218,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170219,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170220,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170221,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170222,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170223,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170224,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170225,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170226,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170227,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170228,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170301,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170302,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170303,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170304,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170305,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170306,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170307,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170308,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170309,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170310,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170311,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170312,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170313,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170314,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170315,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170316,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170317,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170318,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170319,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170320,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170321,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170322,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170323,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170324,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170325,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170326,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170327,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170328,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170329,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170330,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170331,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170401,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170402,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170403,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170404,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170405,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170406,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170407,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170408,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170409,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170410,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170411,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170412,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170413,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170414,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170415,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170416,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170417,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170418,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170419,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170420,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170421,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170422,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170423,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170424,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170425,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170426,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170427,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170428,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170429,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170430,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170501,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170502,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170503,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170504,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170505,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170506,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170507,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170508,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170509,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170510,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170511,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170512,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170513,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170514,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170515,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170516,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170517,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170518,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170519,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170520,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170521,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170522,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170523,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170524,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170525,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170526,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170527,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170528,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170529,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170530,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170531,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170601,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170602,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170603,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170604,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170605,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170606,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170607,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170608,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170609,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170610,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170611,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170612,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170613,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170614,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170615,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170616,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170617,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170618,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170619,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170620,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170621,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170622,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170623,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170624,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170625,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170626,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170627,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170628,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170629,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170630,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170701,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170702,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170703,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170704,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170705,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170706,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170707,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170708,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170709,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170710,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170711,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170712,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170713,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170714,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170715,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170716,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170717,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170718,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170719,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170720,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170721,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170722,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170723,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170724,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170725,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170726,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170727,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170728,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170729,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170730,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170731,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170801,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170802,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170803,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170804,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170805,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170806,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170807,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170808,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170809,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170810,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170811,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170812,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170813,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170814,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170815,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170816,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170817,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170818,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170819,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170820,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170821,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20170822,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,1,0,
20170823,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,2,0,
20170824,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,3,0,
20170825,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,4,0,
20170826,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,5,1,
20170827,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,6,1,
20170828,еёю╦и╫╤Ч╧Ьм╥42╤х500mlё╗╟вф©ё╘,0,0,
20150501,╟вбэ╡╥,4,0,
20150502,╟вбэ╡╥,5,1,
20150503,╟вбэ╡╥,6,1,
20150504,╟вбэ╡╥,0,0,
20150505,╟вбэ╡╥,1,0,
20150506,╟вбэ╡╥,2,0,
20150507,╟вбэ╡╥,3,0,
20150508,╟вбэ╡╥,4,0,
20150509,╟вбэ╡╥,5,1,
20150510,╟вбэ╡╥,6,1,
20150511,╟вбэ╡╥,0,0,
20150512,╟вбэ╡╥,1,0,
20150513,╟вбэ╡╥,2,0,
20150514,╟вбэ╡╥,3,0,
20150515,╟вбэ╡╥,4,0,
20150516,╟вбэ╡╥,5,1,
20150517,╟вбэ╡╥,6,1,
20150518,╟вбэ╡╥,0,0,
20150519,╟вбэ╡╥,1,0,
20150520,╟вбэ╡╥,2,0,
20150521,╟вбэ╡╥,3,0,
20150522,╟вбэ╡╥,4,0,
20150523,╟вбэ╡╥,5,1,
20150524,╟вбэ╡╥,6,1,
20150525,╟вбэ╡╥,0,0,
20150526,╟вбэ╡╥,1,0,
20150527,╟вбэ╡╥,2,0,
20150528,╟вбэ╡╥,3,0,
