STAT_DATE,XMMC,day_of_week,common_holiday,holiday
20160204,(B)╢С╟в╡к(╟К),3,0,
20160205,(B)╢С╟в╡к(╟К),4,0,
20160206,(B)╢С╟в╡к(╟К),5,1,
20160209,(B)╢С╟в╡к(╟К),1,0,
20160210,(B)╢С╟в╡к(╟К),2,0,
20160211,(B)╢С╟в╡к(╟К),3,0,
20160212,(B)╢С╟в╡к(╟К),4,0,
20160213,(B)╢С╟в╡к(╟К),5,1,
20160214,(B)╢С╟в╡к(╟К),6,1,
20160215,(B)╢С╟в╡к(╟К),0,0,
20160216,(B)╢С╟в╡к(╟К),1,0,
20160217,(B)╢С╟в╡к(╟К),2,0,
20160218,(B)╢С╟в╡к(╟К),3,0,
20160219,(B)╢С╟в╡к(╟К),4,0,
20160220,(B)╢С╟в╡к(╟К),5,1,
20160221,(B)╢С╟в╡к(╟К),6,1,
20160222,(B)╢С╟в╡к(╟К),0,0,
20160223,(B)╢С╟в╡к(╟К),1,0,
20160224,(B)╢С╟в╡к(╟К),2,0,
20160225,(B)╢С╟в╡к(╟К),3,0,
20160226,(B)╢С╟в╡к(╟К),4,0,
20160227,(B)╢С╟в╡к(╟К),5,1,
20160228,(B)╢С╟в╡к(╟К),6,1,
20160229,(B)╢С╟в╡к(╟К),0,0,
20160301,(B)╢С╟в╡к(╟К),1,0,
20160302,(B)╢С╟в╡к(╟К),2,0,
20160303,(B)╢С╟в╡к(╟К),3,0,
20160304,(B)╢С╟в╡к(╟К),4,0,
20160305,(B)╢С╟в╡к(╟К),5,1,
20160306,(B)╢С╟в╡к(╟К),6,1,
20160307,(B)╢С╟в╡к(╟К),0,0,
20160308,(B)╢С╟в╡к(╟К),1,0,
20160309,(B)╢С╟в╡к(╟К),2,0,
20160310,(B)╢С╟в╡к(╟К),3,0,
20160311,(B)╢С╟в╡к(╟К),4,0,
20160312,(B)╢С╟в╡к(╟К),5,1,
20160313,(B)╢С╟в╡к(╟К),6,1,
20160314,(B)╢С╟в╡к(╟К),0,0,
20160315,(B)╢С╟в╡к(╟К),1,0,
20160316,(B)╢С╟в╡к(╟К),2,0,
20160317,(B)╢С╟в╡к(╟К),3,0,
20160318,(B)╢С╟в╡к(╟К),4,0,
20160319,(B)╢С╟в╡к(╟К),5,1,
20160320,(B)╢С╟в╡к(╟К),6,1,
20160321,(B)╢С╟в╡к(╟К),0,0,
20160322,(B)╢С╟в╡к(╟К),1,0,
20160323,(B)╢С╟в╡к(╟К),2,0,
20160324,(B)╢С╟в╡к(╟К),3,0,
20160325,(B)╢С╟в╡к(╟К),4,0,
20160326,(B)╢С╟в╡к(╟К),5,1,
20160327,(B)╢С╟в╡к(╟К),6,1,
20160328,(B)╢С╟в╡к(╟К),0,0,
20160329,(B)╢С╟в╡к(╟К),1,0,
20160330,(B)╢С╟в╡к(╟К),2,0,
20160331,(B)╢С╟в╡к(╟К),3,0,
20160401,(B)╢С╟в╡к(╟К),4,0,
20160402,(B)╢С╟в╡к(╟К),5,1,
20160403,(B)╢С╟в╡к(╟К),6,1,
20160404,(B)╢С╟в╡к(╟К),0,0,
20160405,(B)╢С╟в╡к(╟К),1,0,
20160406,(B)╢С╟в╡к(╟К),2,0,
20160407,(B)╢С╟в╡к(╟К),3,0,
20160408,(B)╢С╟в╡к(╟К),4,0,
20160409,(B)╢С╟в╡к(╟К),5,1,
20160410,(B)╢С╟в╡к(╟К),6,1,
20160411,(B)╢С╟в╡к(╟К),0,0,
20160412,(B)╢С╟в╡к(╟К),1,0,
20160413,(B)╢С╟в╡к(╟К),2,0,
20160414,(B)╢С╟в╡к(╟К),3,0,
20160415,(B)╢С╟в╡к(╟К),4,0,
20160416,(B)╢С╟в╡к(╟К),5,1,
20160417,(B)╢С╟в╡к(╟К),6,1,
20160418,(B)╢С╟в╡к(╟К),0,0,
20160419,(B)╢С╟в╡к(╟К),1,0,
20160420,(B)╢С╟в╡к(╟К),2,0,
20160421,(B)╢С╟в╡к(╟К),3,0,
20160422,(B)╢С╟в╡к(╟К),4,0,
20160423,(B)╢С╟в╡к(╟К),5,1,
20160424,(B)╢С╟в╡к(╟К),6,1,
20160425,(B)╢С╟в╡к(╟К),0,0,
20160426,(B)╢С╟в╡к(╟К),1,0,
20160427,(B)╢С╟в╡к(╟К),2,0,
20160428,(B)╢С╟в╡к(╟К),3,0,
20160429,(B)╢С╟в╡к(╟К),4,0,
20160430,(B)╢С╟в╡к(╟К),5,1,
20160501,(B)╢С╟в╡к(╟К),6,1,
20160502,(B)╢С╟в╡к(╟К),0,0,
20160503,(B)╢С╟в╡к(╟К),1,0,
20160504,(B)╢С╟в╡к(╟К),2,0,
20160505,(B)╢С╟в╡к(╟К),3,0,
20160506,(B)╢С╟в╡к(╟К),4,0,
20160507,(B)╢С╟в╡к(╟К),5,1,
20160508,(B)╢С╟в╡к(╟К),6,1,
20160509,(B)╢С╟в╡к(╟К),0,0,
20160510,(B)╢С╟в╡к(╟К),1,0,
20160511,(B)╢С╟в╡к(╟К),2,0,
20160512,(B)╢С╟в╡к(╟К),3,0,
20160513,(B)╢С╟в╡к(╟К),4,0,
20160514,(B)╢С╟в╡к(╟К),5,1,
20160515,(B)╢С╟в╡к(╟К),6,1,
20160516,(B)╢С╟в╡к(╟К),0,0,
20160517,(B)╢С╟в╡к(╟К),1,0,
20160518,(B)╢С╟в╡к(╟К),2,0,
20160519,(B)╢С╟в╡к(╟К),3,0,
20160520,(B)╢С╟в╡к(╟К),4,0,
20160521,(B)╢С╟в╡к(╟К),5,1,
20160522,(B)╢С╟в╡к(╟К),6,1,
20160523,(B)╢С╟в╡к(╟К),0,0,
20160524,(B)╢С╟в╡к(╟К),1,0,
20160525,(B)╢С╟в╡к(╟К),2,0,
20160526,(B)╢С╟в╡к(╟К),3,0,
20160527,(B)╢С╟в╡к(╟К),4,0,
20160528,(B)╢С╟в╡к(╟К),5,1,
20160529,(B)╢С╟в╡к(╟К),6,1,
20160530,(B)╢С╟в╡к(╟К),0,0,
20160531,(B)╢С╟в╡к(╟К),1,0,
20160601,(B)╢С╟в╡к(╟К),2,0,
20160602,(B)╢С╟в╡к(╟К),3,0,
20160603,(B)╢С╟в╡к(╟К),4,0,
20160604,(B)╢С╟в╡к(╟К),5,1,
20160605,(B)╢С╟в╡к(╟К),6,1,
20160606,(B)╢С╟в╡к(╟К),0,0,
20160607,(B)╢С╟в╡к(╟К),1,0,
20160608,(B)╢С╟в╡к(╟К),2,0,
20160609,(B)╢С╟в╡к(╟К),3,0,
20160610,(B)╢С╟в╡к(╟К),4,0,
20160611,(B)╢С╟в╡к(╟К),5,1,
20160612,(B)╢С╟в╡к(╟К),6,1,
20160613,(B)╢С╟в╡к(╟К),0,0,
20160614,(B)╢С╟в╡к(╟К),1,0,
20160615,(B)╢С╟в╡к(╟К),2,0,
20160616,(B)╢С╟в╡к(╟К),3,0,
20160617,(B)╢С╟в╡к(╟К),4,0,
20160618,(B)╢С╟в╡к(╟К),5,1,
20160619,(B)╢С╟в╡к(╟К),6,1,
20160620,(B)╢С╟в╡к(╟К),0,0,
20160621,(B)╢С╟в╡к(╟К),1,0,
20160622,(B)╢С╟в╡к(╟К),2,0,
20160623,(B)╢С╟в╡к(╟К),3,0,
20160624,(B)╢С╟в╡к(╟К),4,0,
20160625,(B)╢С╟в╡к(╟К),5,1,
20160626,(B)╢С╟в╡к(╟К),6,1,
20160627,(B)╢С╟в╡к(╟К),0,0,
20160628,(B)╢С╟в╡к(╟К),1,0,
20160629,(B)╢С╟в╡к(╟К),2,0,
20160630,(B)╢С╟в╡к(╟К),3,0,
20160701,(B)╢С╟в╡к(╟К),4,0,
20160702,(B)╢С╟в╡к(╟К),5,1,
20160703,(B)╢С╟в╡к(╟К),6,1,
20160704,(B)╢С╟в╡к(╟К),0,0,
20160705,(B)╢С╟в╡к(╟К),1,0,
20160706,(B)╢С╟в╡к(╟К),2,0,
20160707,(B)╢С╟в╡к(╟К),3,0,
20160708,(B)╢С╟в╡к(╟К),4,0,
20160709,(B)╢С╟в╡к(╟К),5,1,
20160710,(B)╢С╟в╡к(╟К),6,1,
20160711,(B)╢С╟в╡к(╟К),0,0,
20160712,(B)╢С╟в╡к(╟К),1,0,
20160713,(B)╢С╟в╡к(╟К),2,0,
20160714,(B)╢С╟в╡к(╟К),3,0,
20160715,(B)╢С╟в╡к(╟К),4,0,
20160716,(B)╢С╟в╡к(╟К),5,1,
20160717,(B)╢С╟в╡к(╟К),6,1,
20160718,(B)╢С╟в╡к(╟К),0,0,
20160719,(B)╢С╟в╡к(╟К),1,0,
20160720,(B)╢С╟в╡к(╟К),2,0,
20160721,(B)╢С╟в╡к(╟К),3,0,
20160722,(B)╢С╟в╡к(╟К),4,0,
20160723,(B)╢С╟в╡к(╟К),5,1,
20160724,(B)╢С╟в╡к(╟К),6,1,
20160725,(B)╢С╟в╡к(╟К),0,0,
20160726,(B)╢С╟в╡к(╟К),1,0,
20160727,(B)╢С╟в╡к(╟К),2,0,
20160728,(B)╢С╟в╡к(╟К),3,0,
20160729,(B)╢С╟в╡к(╟К),4,0,
20160730,(B)╢С╟в╡к(╟К),5,1,
20160731,(B)╢С╟в╡к(╟К),6,1,
20160801,(B)╢С╟в╡к(╟К),0,0,
20160802,(B)╢С╟в╡к(╟К),1,0,
20160803,(B)╢С╟в╡к(╟К),2,0,
20160804,(B)╢С╟в╡к(╟К),3,0,
20160805,(B)╢С╟в╡к(╟К),4,0,
20160806,(B)╢С╟в╡к(╟К),5,1,
20160807,(B)╢С╟в╡к(╟К),6,1,
20160808,(B)╢С╟в╡к(╟К),0,0,
20160809,(B)╢С╟в╡к(╟К),1,0,
20160810,(B)╢С╟в╡к(╟К),2,0,
20160811,(B)╢С╟в╡к(╟К),3,0,
20160812,(B)╢С╟в╡к(╟К),4,0,
20160813,(B)╢С╟в╡к(╟К),5,1,
20160814,(B)╢С╟в╡к(╟К),6,1,
20160815,(B)╢С╟в╡к(╟К),0,0,
20160816,(B)╢С╟в╡к(╟К),1,0,
20160817,(B)╢С╟в╡к(╟К),2,0,
20160818,(B)╢С╟в╡к(╟К),3,0,
20160819,(B)╢С╟в╡к(╟К),4,0,
20160820,(B)╢С╟в╡к(╟К),5,1,
20160821,(B)╢С╟в╡к(╟К),6,1,
20160822,(B)╢С╟в╡к(╟К),0,0,
20160823,(B)╢С╟в╡к(╟К),1,0,
20160824,(B)╢С╟в╡к(╟К),2,0,
20160825,(B)╢С╟в╡к(╟К),3,0,
20160826,(B)╢С╟в╡к(╟К),4,0,
20160827,(B)╢С╟в╡к(╟К),5,1,
20160828,(B)╢С╟в╡к(╟К),6,1,
20160829,(B)╢С╟в╡к(╟К),0,0,
20160830,(B)╢С╟в╡к(╟К),1,0,
20160831,(B)╢С╟в╡к(╟К),2,0,
20160901,(B)╢С╟в╡к(╟К),3,0,
20160902,(B)╢С╟в╡к(╟К),4,0,
20160903,(B)╢С╟в╡к(╟К),5,1,
20160904,(B)╢С╟в╡к(╟К),6,1,
20160905,(B)╢С╟в╡к(╟К),0,0,
20160906,(B)╢С╟в╡к(╟К),1,0,
20160907,(B)╢С╟в╡к(╟К),2,0,
20160908,(B)╢С╟в╡к(╟К),3,0,
20160909,(B)╢С╟в╡к(╟К),4,0,
20160910,(B)╢С╟в╡к(╟К),5,1,
20160911,(B)╢С╟в╡к(╟К),6,1,
20160912,(B)╢С╟в╡к(╟К),0,0,
20160913,(B)╢С╟в╡к(╟К),1,0,
20160914,(B)╢С╟в╡к(╟К),2,0,
20160915,(B)╢С╟в╡к(╟К),3,0,
20160916,(B)╢С╟в╡к(╟К),4,0,
20160917,(B)╢С╟в╡к(╟К),5,1,
20160918,(B)╢С╟в╡к(╟К),6,1,
20160919,(B)╢С╟в╡к(╟К),0,0,
20160920,(B)╢С╟в╡к(╟К),1,0,
20160921,(B)╢С╟в╡к(╟К),2,0,
20160922,(B)╢С╟в╡к(╟К),3,0,
20160923,(B)╢С╟в╡к(╟К),4,0,
20160924,(B)╢С╟в╡к(╟К),5,1,
20160925,(B)╢С╟в╡к(╟К),6,1,
20160926,(B)╢С╟в╡к(╟К),0,0,
20160927,(B)╢С╟в╡к(╟К),1,0,
20160928,(B)╢С╟в╡к(╟К),2,0,
20160929,(B)╢С╟в╡к(╟К),3,0,
20160930,(B)╢С╟в╡к(╟К),4,0,
20161001,(B)╢С╟в╡к(╟К),5,1,
20161002,(B)╢С╟в╡к(╟К),6,1,
20161003,(B)╢С╟в╡к(╟К),0,0,
20161004,(B)╢С╟в╡к(╟К),1,0,
20161005,(B)╢С╟в╡к(╟К),2,0,
20161006,(B)╢С╟в╡к(╟К),3,0,
20161007,(B)╢С╟в╡к(╟К),4,0,
20161008,(B)╢С╟в╡к(╟К),5,1,
20161009,(B)╢С╟в╡к(╟К),6,1,
20161010,(B)╢С╟в╡к(╟К),0,0,
20161011,(B)╢С╟в╡к(╟К),1,0,
20161012,(B)╢С╟в╡к(╟К),2,0,
20161013,(B)╢С╟в╡к(╟К),3,0,
20161014,(B)╢С╟в╡к(╟К),4,0,
20161015,(B)╢С╟в╡к(╟К),5,1,
20161016,(B)╢С╟в╡к(╟К),6,1,
20161017,(B)╢С╟в╡к(╟К),0,0,
20161018,(B)╢С╟в╡к(╟К),1,0,
20161019,(B)╢С╟в╡к(╟К),2,0,
20161020,(B)╢С╟в╡к(╟К),3,0,
20161021,(B)╢С╟в╡к(╟К),4,0,
20161022,(B)╢С╟в╡к(╟К),5,1,
20161023,(B)╢С╟в╡к(╟К),6,1,
20161024,(B)╢С╟в╡к(╟К),0,0,
20161025,(B)╢С╟в╡к(╟К),1,0,
20161026,(B)╢С╟в╡к(╟К),2,0,
20161027,(B)╢С╟в╡к(╟К),3,0,
20161028,(B)╢С╟в╡к(╟К),4,0,
20161029,(B)╢С╟в╡к(╟К),5,1,
20161030,(B)╢С╟в╡к(╟К),6,1,
20161031,(B)╢С╟в╡к(╟К),0,0,
20161101,(B)╢С╟в╡к(╟К),1,0,
20161102,(B)╢С╟в╡к(╟К),2,0,
20161103,(B)╢С╟в╡к(╟К),3,0,
20161104,(B)╢С╟в╡к(╟К),4,0,
20161105,(B)╢С╟в╡к(╟К),5,1,
20161106,(B)╢С╟в╡к(╟К),6,1,
20161107,(B)╢С╟в╡к(╟К),0,0,
20161108,(B)╢С╟в╡к(╟К),1,0,
20161109,(B)╢С╟в╡к(╟К),2,0,
20161110,(B)╢С╟в╡к(╟К),3,0,
20161111,(B)╢С╟в╡к(╟К),4,0,
20161112,(B)╢С╟в╡к(╟К),5,1,
20161113,(B)╢С╟в╡к(╟К),6,1,
20161114,(B)╢С╟в╡к(╟К),0,0,
20161115,(B)╢С╟в╡к(╟К),1,0,
20161116,(B)╢С╟в╡к(╟К),2,0,
20161117,(B)╢С╟в╡к(╟К),3,0,
20161118,(B)╢С╟в╡к(╟К),4,0,
20161119,(B)╢С╟в╡к(╟К),5,1,
20161120,(B)╢С╟в╡к(╟К),6,1,
20161121,(B)╢С╟в╡к(╟К),0,0,
20161122,(B)╢С╟в╡к(╟К),1,0,
20161123,(B)╢С╟в╡к(╟К),2,0,
20161124,(B)╢С╟в╡к(╟К),3,0,
20161125,(B)╢С╟в╡к(╟К),4,0,
20161126,(B)╢С╟в╡к(╟К),5,1,
20161127,(B)╢С╟в╡к(╟К),6,1,
20161128,(B)╢С╟в╡к(╟К),0,0,
20161129,(B)╢С╟в╡к(╟К),1,0,
20161130,(B)╢С╟в╡к(╟К),2,0,
20161201,(B)╢С╟в╡к(╟К),3,0,
20161202,(B)╢С╟в╡к(╟К),4,0,
20161203,(B)╢С╟в╡к(╟К),5,1,
20161204,(B)╢С╟в╡к(╟К),6,1,
20161205,(B)╢С╟в╡к(╟К),0,0,
20161206,(B)╢С╟в╡к(╟К),1,0,
20161207,(B)╢С╟в╡к(╟К),2,0,
20161208,(B)╢С╟в╡к(╟К),3,0,
20161209,(B)╢С╟в╡к(╟К),4,0,
20161210,(B)╢С╟в╡к(╟К),5,1,
20161211,(B)╢С╟в╡к(╟К),6,1,
20161212,(B)╢С╟в╡к(╟К),0,0,
20161213,(B)╢С╟в╡к(╟К),1,0,
20161214,(B)╢С╟в╡к(╟К),2,0,
20161215,(B)╢С╟в╡к(╟К),3,0,
20161216,(B)╢С╟в╡к(╟К),4,0,
20161217,(B)╢С╟в╡к(╟К),5,1,
20161218,(B)╢С╟в╡к(╟К),6,1,
20161219,(B)╢С╟в╡к(╟К),0,0,
20161220,(B)╢С╟в╡к(╟К),1,0,
20161221,(B)╢С╟в╡к(╟К),2,0,
20161222,(B)╢С╟в╡к(╟К),3,0,
20161223,(B)╢С╟в╡к(╟К),4,0,
20161224,(B)╢С╟в╡к(╟К),5,1,
20161225,(B)╢С╟в╡к(╟К),6,1,
20161226,(B)╢С╟в╡к(╟К),0,0,
20161227,(B)╢С╟в╡к(╟К),1,0,
20161228,(B)╢С╟в╡к(╟К),2,0,
20161229,(B)╢С╟в╡к(╟К),3,0,
20161230,(B)╢С╟в╡к(╟К),4,0,
20161231,(B)╢С╟в╡к(╟К),5,1,
20170101,(B)╢С╟в╡к(╟К),6,1,
20170102,(B)╢С╟в╡к(╟К),0,0,
20170103,(B)╢С╟в╡к(╟К),1,0,
20170104,(B)╢С╟в╡к(╟К),2,0,
20170105,(B)╢С╟в╡к(╟К),3,0,
20170106,(B)╢С╟в╡к(╟К),4,0,
20170107,(B)╢С╟в╡к(╟К),5,1,
20170108,(B)╢С╟в╡к(╟К),6,1,
20170109,(B)╢С╟в╡к(╟К),0,0,
20170110,(B)╢С╟в╡к(╟К),1,0,
20170111,(B)╢С╟в╡к(╟К),2,0,
20170112,(B)╢С╟в╡к(╟К),3,0,
20170113,(B)╢С╟в╡к(╟К),4,0,
20170114,(B)╢С╟в╡к(╟К),5,1,
20170115,(B)╢С╟в╡к(╟К),6,1,
20170116,(B)╢С╟в╡к(╟К),0,0,
20170117,(B)╢С╟в╡к(╟К),1,0,
20170118,(B)╢С╟в╡к(╟К),2,0,
20170119,(B)╢С╟в╡к(╟К),3,0,
20170120,(B)╢С╟в╡к(╟К),4,0,
20170121,(B)╢С╟в╡к(╟К),5,1,
20170122,(B)╢С╟в╡к(╟К),6,1,
20170123,(B)╢С╟в╡к(╟К),0,0,
20170124,(B)╢С╟в╡к(╟К),1,0,
20170125,(B)╢С╟в╡к(╟К),2,0,
20170126,(B)╢С╟в╡к(╟К),3,0,
20170129,(B)╢С╟в╡к(╟К),6,1,
20170130,(B)╢С╟в╡к(╟К),0,0,
20170131,(B)╢С╟в╡к(╟К),1,0,
20170201,(B)╢С╟в╡к(╟К),2,0,
20170202,(B)╢С╟в╡к(╟К),3,0,
20170203,(B)╢С╟в╡к(╟К),4,0,
20170204,(B)╢С╟в╡к(╟К),5,1,
20170205,(B)╢С╟в╡к(╟К),6,1,
20170206,(B)╢С╟в╡к(╟К),0,0,
20170207,(B)╢С╟в╡к(╟К),1,0,
20170208,(B)╢С╟в╡к(╟К),2,0,
20170209,(B)╢С╟в╡к(╟К),3,0,
20170210,(B)╢С╟в╡к(╟К),4,0,
20170211,(B)╢С╟в╡к(╟К),5,1,
20170212,(B)╢С╟в╡к(╟К),6,1,
20170213,(B)╢С╟в╡к(╟К),0,0,
20170214,(B)╢С╟в╡к(╟К),1,0,
20170215,(B)╢С╟в╡к(╟К),2,0,
20170216,(B)╢С╟в╡к(╟К),3,0,
20170217,(B)╢С╟в╡к(╟К),4,0,
20170218,(B)╢С╟в╡к(╟К),5,1,
20170219,(B)╢С╟в╡к(╟К),6,1,
20170220,(B)╢С╟в╡к(╟К),0,0,
20170221,(B)╢С╟в╡к(╟К),1,0,
20170222,(B)╢С╟в╡к(╟К),2,0,
20170223,(B)╢С╟в╡к(╟К),3,0,
20170224,(B)╢С╟в╡к(╟К),4,0,
20170225,(B)╢С╟в╡к(╟К),5,1,
20170226,(B)╢С╟в╡к(╟К),6,1,
20170227,(B)╢С╟в╡к(╟К),0,0,
20170228,(B)╢С╟в╡к(╟К),1,0,
20170301,(B)╢С╟в╡к(╟К),2,0,
20170302,(B)╢С╟в╡к(╟К),3,0,
20170303,(B)╢С╟в╡к(╟К),4,0,
20170304,(B)╢С╟в╡к(╟К),5,1,
20170305,(B)╢С╟в╡к(╟К),6,1,
20170306,(B)╢С╟в╡к(╟К),0,0,
20170307,(B)╢С╟в╡к(╟К),1,0,
20170308,(B)╢С╟в╡к(╟К),2,0,
20170309,(B)╢С╟в╡к(╟К),3,0,
20170310,(B)╢С╟в╡к(╟К),4,0,
20170311,(B)╢С╟в╡к(╟К),5,1,
20170312,(B)╢С╟в╡к(╟К),6,1,
20170313,(B)╢С╟в╡к(╟К),0,0,
20170314,(B)╢С╟в╡к(╟К),1,0,
20170315,(B)╢С╟в╡к(╟К),2,0,
20170316,(B)╢С╟в╡к(╟К),3,0,
20170317,(B)╢С╟в╡к(╟К),4,0,
20170318,(B)╢С╟в╡к(╟К),5,1,
20170319,(B)╢С╟в╡к(╟К),6,1,
20170320,(B)╢С╟в╡к(╟К),0,0,
20170321,(B)╢С╟в╡к(╟К),1,0,
20170322,(B)╢С╟в╡к(╟К),2,0,
20170323,(B)╢С╟в╡к(╟К),3,0,
20170324,(B)╢С╟в╡к(╟К),4,0,
20170325,(B)╢С╟в╡к(╟К),5,1,
20170326,(B)╢С╟в╡к(╟К),6,1,
20170327,(B)╢С╟в╡к(╟К),0,0,
20170328,(B)╢С╟в╡к(╟К),1,0,
20170329,(B)╢С╟в╡к(╟К),2,0,
20170330,(B)╢С╟в╡к(╟К),3,0,
20170331,(B)╢С╟в╡к(╟К),4,0,
20170401,(B)╢С╟в╡к(╟К),5,1,
20170402,(B)╢С╟в╡к(╟К),6,1,
20170403,(B)╢С╟в╡к(╟К),0,0,
20170404,(B)╢С╟в╡к(╟К),1,0,
20170405,(B)╢С╟в╡к(╟К),2,0,
20170406,(B)╢С╟в╡к(╟К),3,0,
20170407,(B)╢С╟в╡к(╟К),4,0,
20170408,(B)╢С╟в╡к(╟К),5,1,
20170409,(B)╢С╟в╡к(╟К),6,1,
20170410,(B)╢С╟в╡к(╟К),0,0,
20170411,(B)╢С╟в╡к(╟К),1,0,
20170412,(B)╢С╟в╡к(╟К),2,0,
20170413,(B)╢С╟в╡к(╟К),3,0,
20170414,(B)╢С╟в╡к(╟К),4,0,
20170415,(B)╢С╟в╡к(╟К),5,1,
20170416,(B)╢С╟в╡к(╟К),6,1,
20170417,(B)╢С╟в╡к(╟К),0,0,
20170418,(B)╢С╟в╡к(╟К),1,0,
20170419,(B)╢С╟в╡к(╟К),2,0,
20170420,(B)╢С╟в╡к(╟К),3,0,
20170421,(B)╢С╟в╡к(╟К),4,0,
20170422,(B)╢С╟в╡к(╟К),5,1,
20170423,(B)╢С╟в╡к(╟К),6,1,
20170424,(B)╢С╟в╡к(╟К),0,0,
20170425,(B)╢С╟в╡к(╟К),1,0,
20170426,(B)╢С╟в╡к(╟К),2,0,
20170427,(B)╢С╟в╡к(╟К),3,0,
20170428,(B)╢С╟в╡к(╟К),4,0,
20170429,(B)╢С╟в╡к(╟К),5,1,
20170430,(B)╢С╟в╡к(╟К),6,1,
20170501,(B)╢С╟в╡к(╟К),0,0,
20170502,(B)╢С╟в╡к(╟К),1,0,
20170503,(B)╢С╟в╡к(╟К),2,0,
20170504,(B)╢С╟в╡к(╟К),3,0,
20170505,(B)╢С╟в╡к(╟К),4,0,
20170506,(B)╢С╟в╡к(╟К),5,1,
20170507,(B)╢С╟в╡к(╟К),6,1,
20170508,(B)╢С╟в╡к(╟К),0,0,
20170509,(B)╢С╟в╡к(╟К),1,0,
20170510,(B)╢С╟в╡к(╟К),2,0,
20170511,(B)╢С╟в╡к(╟К),3,0,
20170512,(B)╢С╟в╡к(╟К),4,0,
20170513,(B)╢С╟в╡к(╟К),5,1,
20170514,(B)╢С╟в╡к(╟К),6,1,
20170515,(B)╢С╟в╡к(╟К),0,0,
20170516,(B)╢С╟в╡к(╟К),1,0,
20170517,(B)╢С╟в╡к(╟К),2,0,
20170518,(B)╢С╟в╡к(╟К),3,0,
20170519,(B)╢С╟в╡к(╟К),4,0,
20170520,(B)╢С╟в╡к(╟К),5,1,
20170521,(B)╢С╟в╡к(╟К),6,1,
20170522,(B)╢С╟в╡к(╟К),0,0,
20170523,(B)╢С╟в╡к(╟К),1,0,
20170524,(B)╢С╟в╡к(╟К),2,0,
20170525,(B)╢С╟в╡к(╟К),3,0,
20170526,(B)╢С╟в╡к(╟К),4,0,
20170527,(B)╢С╟в╡к(╟К),5,1,
20170528,(B)╢С╟в╡к(╟К),6,1,
20170529,(B)╢С╟в╡к(╟К),0,0,
20170530,(B)╢С╟в╡к(╟К),1,0,
20170531,(B)╢С╟в╡к(╟К),2,0,
20170601,(B)╢С╟в╡к(╟К),3,0,
20170602,(B)╢С╟в╡к(╟К),4,0,
20170603,(B)╢С╟в╡к(╟К),5,1,
20170604,(B)╢С╟в╡к(╟К),6,1,
20170605,(B)╢С╟в╡к(╟К),0,0,
20170606,(B)╢С╟в╡к(╟К),1,0,
20170607,(B)╢С╟в╡к(╟К),2,0,
20170608,(B)╢С╟в╡к(╟К),3,0,
20170609,(B)╢С╟в╡к(╟К),4,0,
20170610,(B)╢С╟в╡к(╟К),5,1,
20170611,(B)╢С╟в╡к(╟К),6,1,
20170612,(B)╢С╟в╡к(╟К),0,0,
20170613,(B)╢С╟в╡к(╟К),1,0,
20170614,(B)╢С╟в╡к(╟К),2,0,
20170615,(B)╢С╟в╡к(╟К),3,0,
20170616,(B)╢С╟в╡к(╟К),4,0,
20170617,(B)╢С╟в╡к(╟К),5,1,
20170618,(B)╢С╟в╡к(╟К),6,1,
20170619,(B)╢С╟в╡к(╟К),0,0,
20170620,(B)╢С╟в╡к(╟К),1,0,
20170621,(B)╢С╟в╡к(╟К),2,0,
20170622,(B)╢С╟в╡к(╟К),3,0,
20170623,(B)╢С╟в╡к(╟К),4,0,
20170624,(B)╢С╟в╡к(╟К),5,1,
20170625,(B)╢С╟в╡к(╟К),6,1,
20170626,(B)╢С╟в╡к(╟К),0,0,
20170627,(B)╢С╟в╡к(╟К),1,0,
20170628,(B)╢С╟в╡к(╟К),2,0,
20170629,(B)╢С╟в╡к(╟К),3,0,
20170630,(B)╢С╟в╡к(╟К),4,0,
20170701,(B)╢С╟в╡к(╟К),5,1,
20170702,(B)╢С╟в╡к(╟К),6,1,
20170703,(B)╢С╟в╡к(╟К),0,0,
20170704,(B)╢С╟в╡к(╟К),1,0,
20170705,(B)╢С╟в╡к(╟К),2,0,
20170706,(B)╢С╟в╡к(╟К),3,0,
20170707,(B)╢С╟в╡к(╟К),4,0,
20170708,(B)╢С╟в╡к(╟К),5,1,
20170709,(B)╢С╟в╡к(╟К),6,1,
20170710,(B)╢С╟в╡к(╟К),0,0,
20170711,(B)╢С╟в╡к(╟К),1,0,
20170712,(B)╢С╟в╡к(╟К),2,0,
20170713,(B)╢С╟в╡к(╟К),3,0,
20170714,(B)╢С╟в╡к(╟К),4,0,
20170715,(B)╢С╟в╡к(╟К),5,1,
20170716,(B)╢С╟в╡к(╟К),6,1,
20170717,(B)╢С╟в╡к(╟К),0,0,
20170718,(B)╢С╟в╡к(╟К),1,0,
20170719,(B)╢С╟в╡к(╟К),2,0,
20170720,(B)╢С╟в╡к(╟К),3,0,
20170721,(B)╢С╟в╡к(╟К),4,0,
20170722,(B)╢С╟в╡к(╟К),5,1,
20170723,(B)╢С╟в╡к(╟К),6,1,
20170724,(B)╢С╟в╡к(╟К),0,0,
20170725,(B)╢С╟в╡к(╟К),1,0,
20170726,(B)╢С╟в╡к(╟К),2,0,
20170727,(B)╢С╟в╡к(╟К),3,0,
20170728,(B)╢С╟в╡к(╟К),4,0,
